,timestamp,temperature,description
307,2020-12-11 11:50:00,10.0,Light rain. Broken clouds
308,2020-12-11 12:20:00,11.0,Partly sunny
309,2020-12-11 12:50:00,11.0,Partly sunny
310,2020-12-11 13:20:00,11.0,Sprinkles. Broken clouds
311,2020-12-11 13:50:00,11.0,Broken clouds
312,2020-12-11 14:20:00,11.0,Light rain. Partly sunny
313,2020-12-11 14:50:00,10.0,Sprinkles. Partly sunny
314,2020-12-11 15:20:00,10.0,Scattered clouds
315,2020-12-11 15:50:00,9.0,Passing clouds
316,2020-12-11 16:20:00,9.0,Passing clouds
317,2020-12-11 16:50:00,8.0,Fog
318,2020-12-11 17:20:00,7.0,Fog
319,2020-12-11 17:50:00,6.0,Fog
320,2020-12-11 18:20:00,7.0,Fog
321,2020-12-11 18:50:00,6.0,Fog
322,2020-12-11 19:20:00,7.0,Fog
323,2020-12-11 19:50:00,7.0,Fog
324,2020-12-11 20:05:00,6.0,Fog
325,2020-12-11 20:50:00,6.0,Partly cloudy
326,2020-12-11 21:50:00,7.0,Passing clouds
327,2020-12-11 22:50:00,7.0,Partly cloudy
328,2020-12-11 23:50:00,7.0,Partly cloudy
329,2020-12-12 00:50:00,8.0,Low clouds
330,2020-12-12 01:50:00,8.0,Low clouds
331,2020-12-12 02:50:00,7.0,Low clouds
332,2020-12-12 03:50:00,8.0,Partly cloudy
333,2020-12-12 04:50:00,7.0,Passing clouds
334,2020-12-12 05:50:00,7.0,Passing clouds
335,2020-12-12 06:50:00,7.0,Overcast
336,2020-12-12 07:50:00,8.0,Overcast
337,2020-12-12 08:21:00,7.0,Overcast
338,2020-12-12 08:50:00,8.0,Broken clouds
339,2020-12-12 09:22:00,9.0,Partly sunny
340,2020-12-12 09:50:00,9.0,Partly sunny
341,2020-12-12 10:20:00,9.0,Partly sunny
342,2020-12-12 10:50:00,9.0,Partly sunny
343,2020-12-12 11:22:00,9.0,Partly sunny
344,2020-12-12 11:51:00,9.0,Partly sunny
345,2020-12-12 12:50:00,9.0,Partly sunny
346,2020-12-12 13:21:00,9.0,Partly sunny
347,2020-12-12 13:50:00,9.0,Partly sunny
348,2020-12-12 14:22:00,9.0,Partly sunny
349,2020-12-12 14:50:00,9.0,Partly sunny
350,2020-12-12 15:22:00,9.0,Partly sunny
351,2020-12-12 15:50:00,9.0,Passing clouds
352,2020-12-12 16:20:00,8.0,Passing clouds
353,2020-12-12 16:50:00,7.0,Passing clouds
354,2020-12-12 17:20:00,7.0,Passing clouds
355,2020-12-12 17:50:00,6.0,Passing clouds
356,2020-12-12 18:20:00,6.0,Passing clouds
357,2020-12-12 18:50:00,6.0,Clear
358,2020-12-12 19:20:00,5.0,Passing clouds
359,2020-12-12 19:50:00,5.0,Clear
360,2020-12-12 20:20:00,5.0,Clear
361,2020-12-12 20:50:00,4.0,Clear
362,2020-12-12 21:20:00,4.0,Clear
363,2020-12-12 21:50:00,3.0,Clear
364,2020-12-12 22:50:00,3.0,Clear
365,2020-12-12 23:50:00,3.0,Clear
366,2020-12-13 00:50:00,2.0,Passing clouds
367,2020-12-13 01:50:00,2.0,Passing clouds
368,2020-12-13 02:50:00,0.0,Passing clouds
369,2020-12-13 03:50:00,0.0,Passing clouds
370,2020-12-13 04:50:00,2.0,Passing clouds
371,2020-12-13 05:50:00,2.0,Overcast
372,2020-12-13 06:50:00,3.0,Passing clouds
373,2020-12-13 07:50:00,4.0,Clear
374,2020-12-13 08:21:00,5.0,Light rain. Partly sunny
375,2020-12-13 08:50:00,6.0,Light rain. Overcast
376,2020-12-13 09:19:00,6.0,Light rain. Partly sunny
377,2020-12-13 09:50:00,6.0,Light rain. Partly sunny
378,2020-12-13 10:04:00,7.0,Drizzle. More clouds than sun
379,2020-12-13 10:23:00,7.0,Light rain. Overcast
380,2020-12-13 10:50:00,7.0,Light rain. Mostly cloudy
381,2020-12-13 11:21:00,7.0,Light rain. Mostly cloudy
382,2020-12-13 11:50:00,8.0,Mostly cloudy
383,2020-12-13 12:50:00,9.0,Low clouds
384,2020-12-13 13:08:00,9.0,Drizzle. Partly sunny
385,2020-12-13 13:50:00,9.0,Drizzle. Partly sunny
386,2020-12-13 14:21:00,9.0,Drizzle. Low clouds
387,2020-12-13 14:50:00,9.0,Light rain. Low clouds
388,2020-12-13 15:20:00,10.0,Light rain. Mostly cloudy
389,2020-12-13 15:50:00,10.0,Drizzle. Mostly cloudy
390,2020-12-13 16:20:00,10.0,Drizzle. Mostly cloudy
391,2020-12-13 16:39:00,10.0,Drizzle. Mostly cloudy
392,2020-12-13 16:50:00,10.0,Drizzle. Mostly cloudy
393,2020-12-13 17:20:00,11.0,Drizzle. Mostly cloudy
394,2020-12-13 17:50:00,11.0,Passing clouds
395,2020-12-13 18:50:00,11.0,Passing clouds
396,2020-12-13 19:50:00,11.0,Partly cloudy
397,2020-12-13 20:50:00,11.0,Passing clouds
398,2020-12-13 21:50:00,11.0,Passing clouds
399,2020-12-13 22:50:00,11.0,Passing clouds
400,2020-12-13 23:50:00,11.0,Passing clouds
401,2020-12-14 00:50:00,11.0,Passing clouds
402,2020-12-14 01:50:00,11.0,Passing clouds
403,2020-12-14 02:50:00,12.0,Passing clouds
404,2020-12-14 03:50:00,11.0,Passing clouds
405,2020-12-14 04:50:00,10.0,Passing clouds
406,2020-12-14 05:50:00,10.0,Passing clouds
407,2020-12-14 06:50:00,9.0,Clear
408,2020-12-14 07:24:00,10.0,Passing clouds
409,2020-12-14 07:50:00,10.0,Passing clouds
410,2020-12-14 08:20:00,10.0,Passing clouds
411,2020-12-14 08:50:00,10.0,Passing clouds
412,2020-12-14 09:22:00,11.0,Passing clouds
413,2020-12-14 09:50:00,11.0,Scattered clouds
414,2020-12-14 10:20:00,12.0,Passing clouds
415,2020-12-14 10:53:00,12.0,Passing clouds
416,2020-12-14 11:20:00,12.0,Passing clouds
417,2020-12-14 11:50:00,13.0,Scattered clouds
418,2020-12-14 12:20:00,12.0,Sprinkles. Broken clouds
419,2020-12-14 12:50:00,11.0,Sprinkles. Broken clouds
420,2020-12-14 13:20:00,11.0,Sprinkles. Broken clouds
421,2020-12-14 13:50:00,11.0,Sprinkles. Partly sunny
422,2020-12-14 14:20:00,11.0,Broken clouds
423,2020-12-14 14:50:00,11.0,Partly sunny
424,2020-12-14 15:50:00,10.0,Passing clouds
425,2020-12-14 16:24:00,10.0,Partly cloudy
426,2020-12-14 16:50:00,11.0,Passing clouds
427,2020-12-14 17:20:00,10.0,Light rain. Overcast
428,2020-12-14 17:50:00,10.0,Rain. Overcast
429,2020-12-14 18:23:00,10.0,Light rain. Overcast
430,2020-12-14 18:50:00,9.0,Light rain. Overcast
431,2020-12-14 19:50:00,9.0,Overcast
432,2020-12-14 20:50:00,9.0,Passing clouds
433,2020-12-14 21:50:00,8.0,Passing clouds
434,2020-12-14 22:50:00,9.0,Passing clouds
435,2020-12-14 23:50:00,8.0,Passing clouds
436,2020-12-15 00:50:00,8.0,Passing clouds
437,2020-12-15 01:50:00,8.0,Passing clouds
438,2020-12-15 02:50:00,8.0,Passing clouds
439,2020-12-15 03:50:00,8.0,Passing clouds
440,2020-12-15 04:50:00,8.0,Passing clouds
441,2020-12-15 05:50:00,7.0,Passing clouds
442,2020-12-15 06:50:00,8.0,Clear
443,2020-12-15 07:50:00,8.0,Passing clouds
444,2020-12-15 08:20:00,8.0,Passing clouds
445,2020-12-15 08:50:00,8.0,Passing clouds
446,2020-12-15 09:20:00,9.0,Passing clouds
447,2020-12-15 09:50:00,10.0,Passing clouds
448,2020-12-15 10:20:00,9.0,Sprinkles. Scattered clouds
449,2020-12-15 10:50:00,9.0,Passing clouds
450,2020-12-15 11:20:00,10.0,Sunny
451,2020-12-15 11:50:00,10.0,Sprinkles. Passing clouds
452,2020-12-15 12:22:00,11.0,Passing clouds
453,2020-12-15 12:50:00,12.0,Passing clouds
454,2020-12-15 13:20:00,12.0,Passing clouds
455,2020-12-15 13:50:00,12.0,Passing clouds
456,2020-12-15 14:20:00,12.0,Passing clouds
457,2020-12-15 14:50:00,11.0,Passing clouds
458,2020-12-15 15:50:00,10.0,Clear
459,2020-12-15 16:20:00,10.0,Clear
460,2020-12-15 16:50:00,9.0,Passing clouds
461,2020-12-15 17:27:00,9.0,Passing clouds
462,2020-12-15 17:50:00,9.0,Passing clouds
463,2020-12-15 18:50:00,10.0,Partly cloudy
464,2020-12-15 20:20:00,8.0,Passing clouds
465,2020-12-15 20:50:00,7.0,Passing clouds
466,2020-12-15 21:50:00,7.0,Passing clouds
467,2020-12-15 22:25:00,7.0,Passing clouds
468,2020-12-15 22:50:00,7.0,Clear
469,2020-12-15 23:50:00,8.0,Clear
470,2020-12-16 00:50:00,8.0,Passing clouds
471,2020-12-16 01:50:00,8.0,Passing clouds
472,2020-12-16 02:50:00,8.0,Passing clouds
473,2020-12-16 03:50:00,9.0,Passing clouds
474,2020-12-16 04:50:00,9.0,Passing clouds
475,2020-12-16 05:50:00,9.0,Passing clouds
476,2020-12-16 06:50:00,9.0,Passing clouds
477,2020-12-16 07:50:00,9.0,Passing clouds
478,2020-12-16 08:20:00,9.0,Broken clouds
479,2020-12-16 08:50:00,9.0,Partly sunny
480,2020-12-16 09:20:00,10.0,Partly sunny
481,2020-12-16 09:50:00,10.0,Partly sunny
482,2020-12-16 10:20:00,10.0,Partly sunny
483,2020-12-16 10:50:00,10.0,Partly sunny
484,2020-12-16 11:20:00,10.0,Broken clouds
485,2020-12-16 11:50:00,11.0,Broken clouds
486,2020-12-16 12:20:00,11.0,Broken clouds
487,2020-12-16 12:50:00,11.0,Light rain. Partly sunny
488,2020-12-16 13:50:00,10.0,Light rain. Mostly cloudy
489,2020-12-16 14:21:00,10.0,Light rain. Mostly cloudy
490,2020-12-16 14:50:00,10.0,Light rain. Broken clouds
491,2020-12-16 15:29:00,9.0,Heavy rain. Partly sunny
492,2020-12-16 15:50:00,9.0,Rain. Partly cloudy
493,2020-12-16 16:20:00,9.0,Heavy rain. Passing clouds
494,2020-12-16 16:50:00,8.0,Light rain. Partly cloudy
495,2020-12-16 17:21:00,8.0,Light rain. Passing clouds
496,2020-12-16 17:50:00,8.0,Light rain. Passing clouds
497,2020-12-16 18:20:00,8.0,Clear
498,2020-12-16 18:50:00,8.0,Clear
499,2020-12-16 19:50:00,8.0,Overcast
500,2020-12-16 20:50:00,8.0,Passing clouds
501,2020-12-16 21:50:00,8.0,Partly cloudy
502,2020-12-16 22:50:00,7.0,Passing clouds
503,2020-12-16 23:50:00,7.0,Passing clouds
504,2020-12-17 00:50:00,8.0,Passing clouds
505,2020-12-17 01:50:00,8.0,Passing clouds
506,2020-12-17 02:50:00,7.0,Passing clouds
507,2020-12-17 03:50:00,6.0,Passing clouds
508,2020-12-17 04:50:00,6.0,Clear
509,2020-12-17 05:50:00,6.0,Clear
510,2020-12-17 06:50:00,6.0,Passing clouds
511,2020-12-17 07:50:00,6.0,Passing clouds
512,2020-12-17 08:20:00,6.0,Passing clouds
513,2020-12-17 08:50:00,6.0,Passing clouds
514,2020-12-17 09:20:00,8.0,Passing clouds
515,2020-12-17 09:50:00,8.0,Passing clouds
516,2020-12-17 10:28:00,9.0,Passing clouds
517,2020-12-17 10:50:00,10.0,Passing clouds
518,2020-12-17 11:50:00,11.0,Passing clouds
519,2020-12-17 12:24:00,11.0,Passing clouds
520,2020-12-17 12:50:00,12.0,Passing clouds
521,2020-12-17 13:23:00,12.0,Passing clouds
522,2020-12-17 13:50:00,12.0,Passing clouds
523,2020-12-17 14:21:00,11.0,Passing clouds
524,2020-12-17 14:50:00,11.0,Passing clouds
525,2020-12-17 15:20:00,11.0,Partly sunny
526,2020-12-17 15:50:00,10.0,Passing clouds
527,2020-12-17 16:25:00,10.0,Passing clouds
528,2020-12-17 16:50:00,9.0,Passing clouds
529,2020-12-17 17:20:00,9.0,Passing clouds
530,2020-12-17 17:50:00,9.0,Passing clouds
531,2020-12-17 18:20:00,9.0,Passing clouds
532,2020-12-17 18:50:00,9.0,Partly cloudy
533,2020-12-17 19:20:00,10.0,Passing clouds
