month,measure value,daylight hours,average temperature
Apr-21,90540.0,13.43,7.23
Aug-21,103585.0,14.03,16.81
Dec-21,103470.0,7.23,7.66
Jul-21,102735.0,15.61,18.82
Jun-21,101525.0,16.0,17.43
May-21,99390.0,15.16,11.29
Nov-21,107620.0,8.4,7.72
Oct-21,106090.0,10.16,12.65
Sep-21,105005.0,12.1,16.9
