Date,Low (in Celsius),High (in Celcius),Average Temperature,weather_desc,daylight_hours,daylight_mins,daylight_sec
2021-01-22,2.0,5.25,3.625,Clear.,8.0,40.0,29.0
2021-01-23,-0.75,2.25,0.75,Clear.,8.0,43.0,23.0
2021-01-24,-1.0,0.0,-0.5,Passing clouds.,8.0,46.0,21.0
2021-01-25,-1.5,2.75,0.625,Clear.,8.0,49.0,21.0
2021-01-26,1.5,3.5,2.5,Overcast.,8.0,52.0,26.0
2021-01-27,7.75,8.75,8.25,Fog.,8.0,55.0,33.0
2021-01-28,10.25,11.75,11.0,Partly sunny.,8.0,58.0,42.0
2021-01-29,8.5,9.75,9.125,Broken clouds.,9.0,1.0,55.0
2021-01-30,4.0,5.25,4.625,Passing clouds.,9.0,5.0,10.0
2021-01-31,1.75,3.25,2.5,Overcast.,9.0,8.0,28.0
2021-02-01,3.0,3.75,3.375,Low clouds.,9.0,11.0,48.0
2021-02-02,8.0,10.5,9.25,Broken clouds.,9.0,15.0,11.0
2021-02-03,7.25,9.5,8.375,Partly sunny.,9.0,18.0,36.0
2021-02-04,3.25,7.75,5.5,Clear.,9.0,22.0,2.0
2021-02-05,6.25,8.75,7.5,Passing clouds.,9.0,25.0,31.0
2021-02-06,4.5,7.0,5.75,Broken clouds.,9.0,29.0,2.0
2021-02-07,1.0,2.5,1.75,Light snow. Partly sunny.,9.0,32.0,35.0
2021-02-08,-1.5,-1.0,-1.25,Light snow. Partly sunny.,9.0,36.0,9.0
2021-02-09,-0.5,-0.25,-0.375,Passing clouds.,9.0,39.0,45.0
2021-02-10,-2.0,1.0,-0.5,Passing clouds.,9.0,43.0,23.0
2021-02-11,-2.0,0.25,-0.875,Partly sunny.,9.0,47.0,2.0
2021-02-12,-1.25,0.25,-0.5,Overcast.,9.0,50.0,43.0
2021-02-13,-1.75,0.5,-0.625,Sunny.,9.0,54.0,25.0
2021-02-14,2.25,3.25,2.75,More clouds than sun.,9.0,58.0,8.0
2021-02-15,7.5,9.75,8.625,Drizzle. Partly sunny.,10.0,1.0,52.0
2021-02-16,8.75,10.0,9.375,Passing clouds.,10.0,5.0,37.0
2021-02-17,8.75,10.25,9.5,Passing clouds.,10.0,9.0,24.0
2021-02-18,7.0,9.0,8.0,Passing clouds.,10.0,13.0,11.0
2021-02-19,7.5,9.5,8.5,Passing clouds.,10.0,17.0,0.0
2021-02-20,12.25,13.75,13.0,Passing clouds.,10.0,20.0,49.0
2021-02-21,9.5,12.75,11.125,Overcast.,10.0,24.0,39.0
2021-02-22,7.5,9.25,8.375,Passing clouds.,10.0,28.0,30.0
2021-02-23,9.5,12.0,10.75,Sunny.,10.0,32.0,21.0
2021-02-24,12.25,14.0,13.125,Passing clouds.,10.0,36.0,14.0
2021-02-25,8.0,11.5,9.75,Clear.,10.0,40.0,6.0
2021-02-26,2.0,8.25,5.125,Clear.,10.0,44.0,0.0
2021-02-27,2.75,8.75,5.75,Clear.,10.0,47.0,54.0
2021-02-28,3.5,6.5,5.0,Clear.,10.0,51.0,48.0
2021-03-01,4.75,7.0,5.875,Passing clouds.,10.0,55.0,43.0
2021-03-02,4.25,6.25,5.25,Haze.,10.0,59.0,38.0
2021-03-03,4.75,6.75,5.75,Fog.,11.0,3.0,34.0
2021-03-04,4.25,5.5,4.875,Low clouds.,11.0,7.0,30.0
2021-03-05,2.5,5.0,3.75,Partly sunny.,11.0,11.0,27.0
2021-03-06,2.25,4.75,3.5,Overcast.,11.0,15.0,23.0
2021-03-07,1.75,3.5,2.625,Overcast.,11.0,19.0,20.0
2021-03-08,4.0,6.75,5.375,Broken clouds.,11.0,23.0,18.0
2021-03-09,4.25,9.5,6.875,Clear.,11.0,27.0,15.0
2021-03-10,7.25,8.5,7.875,Light rain. Mostly cloudy.,11.0,31.0,13.0
2021-03-11,8.0,10.0,9.0,Passing clouds.,11.0,35.0,11.0
2021-03-12,6.5,8.5,7.5,Passing clouds.,11.0,39.0,9.0
2021-03-13,5.0,7.75,6.375,Clear.,11.0,43.0,8.0
2021-03-14,6.5,8.75,7.625,Passing clouds.,11.0,47.0,6.0
2021-03-15,7.75,10.5,9.125,Passing clouds.,11.0,51.0,4.0
2021-03-16,8.75,11.5,10.125,Passing clouds.,11.0,55.0,3.0
2021-03-17,4.75,8.5,6.625,Clear.,11.0,59.0,1.0
2021-03-18,6.25,8.5,7.375,Light rain. Broken clouds.,12.0,3.0,0.0
2021-03-19,6.5,9.25,7.875,Passing clouds.,12.0,6.0,58.0
2021-03-20,6.0,8.75,7.375,Passing clouds.,12.0,10.0,57.0
2021-03-21,6.75,9.5,8.125,Partly sunny.,12.0,14.0,55.0
2021-03-22,5.25,9.5,7.375,Passing clouds.,12.0,18.0,53.0
2021-03-23,4.5,9.0,6.75,Passing clouds.,12.0,22.0,52.0
2021-03-24,6.0,10.5,8.25,Partly sunny.,12.0,26.0,50.0
2021-03-25,6.75,10.75,8.75,Broken clouds.,12.0,30.0,48.0
2021-03-26,7.75,10.25,9.0,Passing clouds.,12.0,34.0,45.0
2021-03-27,6.0,9.0,7.5,Partly cloudy.,12.0,38.0,43.0
2021-03-28,10.25,11.75,11.0,Partly sunny.,12.0,42.0,40.0
2021-03-29,10.5,15.5,13.0,Overcast.,12.0,46.0,37.0
2021-03-30,8.5,17.75,13.125,Clear.,12.0,50.0,34.0
2021-03-31,10.75,16.75,13.75,Sunny.,12.0,54.0,31.0
2021-04-01,8.25,12.5,10.375,Passing clouds.,12.0,58.0,27.0
2021-04-02,5.75,8.25,7.0,Overcast.,13.0,2.0,23.0
2021-04-03,6.25,7.75,7.0,Partly sunny.,13.0,6.0,19.0
2021-04-04,5.5,11.0,8.25,Clear.,13.0,10.0,15.0
2021-04-05,4.0,7.25,5.625,Broken clouds.,13.0,14.0,10.0
2021-04-06,0.5,4.75,2.625,Clear.,13.0,18.0,5.0
2021-04-07,1.25,4.0,2.625,Sunny.,13.0,21.0,59.0
2021-04-08,6.5,9.25,7.875,Broken clouds.,13.0,25.0,53.0
2021-04-09,6.75,10.5,8.625,Broken clouds.,13.0,29.0,46.0
2021-04-10,5.5,7.25,6.375,Broken clouds.,13.0,33.0,39.0
2021-04-11,1.25,5.75,3.5,Passing clouds.,13.0,37.0,31.0
2021-04-12,1.25,6.25,3.75,Clear.,13.0,41.0,23.0
2021-04-13,2.25,8.0,5.125,Sunny.,13.0,45.0,14.0
2021-04-14,4.25,9.25,6.75,Sunny.,13.0,49.0,5.0
2021-04-15,3.5,8.25,5.875,Clear.,13.0,52.0,54.0
2021-04-16,3.0,8.5,5.75,Clear.,13.0,56.0,43.0
2021-04-17,3.75,9.25,6.5,Sunny.,14.0,0.0,31.0
2021-04-18,4.0,11.5,7.75,Sunny.,14.0,4.0,19.0
2021-04-19,6.0,13.25,9.625,Clear.,14.0,8.0,5.0
2021-04-20,6.75,13.75,10.25,Sunny.,14.0,11.0,51.0
2021-04-21,6.75,11.25,9.0,Overcast.,14.0,15.0,35.0
2021-04-22,6.25,11.0,8.625,Clear.,14.0,19.0,18.0
2021-04-23,6.25,12.25,9.25,Clear.,14.0,23.0,1.0
2021-04-24,6.75,13.0,9.875,Clear.,14.0,26.0,42.0
2021-04-25,7.0,10.75,8.875,Passing clouds.,14.0,30.0,22.0
2021-04-26,6.0,10.0,8.0,Clear.,14.0,34.0,0.0
2021-04-27,6.0,11.5,8.75,Sunny.,14.0,37.0,38.0
2021-04-28,6.75,10.5,8.625,Light rain. Broken clouds.,14.0,41.0,13.0
2021-04-29,5.5,9.0,7.25,Partly sunny.,14.0,44.0,48.0
2021-04-30,5.25,9.5,7.375,Broken clouds.,14.0,48.0,21.0
2021-05-01,5.5,9.25,7.375,Clear.,14.0,51.0,52.0
2021-05-02,6.75,11.0,8.875,Sunny.,14.0,55.0,22.0
2021-05-03,7.75,11.0,9.375,More clouds than sun.,14.0,58.0,50.0
2021-05-04,7.75,11.75,9.75,Passing clouds.,15.0,2.0,16.0
2021-05-05,3.75,9.25,6.5,Partly sunny.,15.0,5.0,40.0
2021-05-06,4.0,8.75,6.375,Broken clouds.,15.0,9.0,3.0
2021-05-07,7.25,11.5,9.375,Passing clouds.,15.0,12.0,23.0
2021-05-08,10.25,13.25,11.75,Broken clouds.,15.0,15.0,41.0
2021-05-09,14.5,18.0,16.25,Broken clouds.,15.0,18.0,57.0
2021-05-10,11.0,14.75,12.875,Passing clouds.,15.0,22.0,10.0
2021-05-11,10.0,13.75,11.875,Broken clouds.,15.0,25.0,21.0
2021-05-12,11.0,14.25,12.625,Partly sunny.,15.0,28.0,29.0
2021-05-13,10.0,12.25,11.125,Passing clouds.,15.0,31.0,35.0
2021-05-14,9.0,11.0,10.0,Passing clouds.,15.0,34.0,38.0
2021-05-15,9.5,12.5,11.0,Partly sunny.,15.0,37.0,38.0
2021-05-16,9.25,12.25,10.75,Broken clouds.,15.0,40.0,35.0
2021-05-17,9.75,13.25,11.5,Passing clouds.,15.0,43.0,29.0
2021-05-18,9.25,13.25,11.25,Broken clouds.,15.0,46.0,20.0
2021-05-19,10.25,14.25,12.25,Passing clouds.,15.0,49.0,7.0
2021-05-20,9.25,12.5,10.875,Broken clouds.,15.0,51.0,51.0
2021-05-21,10.75,11.75,11.25,Partly sunny.,15.0,54.0,31.0
2021-05-22,9.0,12.5,10.75,Passing clouds.,15.0,57.0,8.0
2021-05-23,7.75,11.0,9.375,Light rain. Partly sunny.,15.0,59.0,41.0
2021-05-24,8.75,11.5,10.125,Scattered clouds.,16.0,2.0,10.0
2021-05-25,8.75,12.0,10.375,Partly sunny.,16.0,4.0,35.0
2021-05-26,9.75,12.5,11.125,Sunny.,16.0,6.0,56.0
2021-05-27,11.25,16.75,14.0,Sunny.,16.0,9.0,13.0
2021-05-28,13.0,16.5,14.75,Sunny.,16.0,11.0,25.0
2021-05-29,14.25,18.75,16.5,Sunny.,16.0,13.0,33.0
2021-05-30,10.75,16.5,13.625,Clear.,16.0,15.0,36.0
2021-05-31,13.25,19.25,16.25,Clear.,16.0,17.0,34.0
2021-06-01,16.25,21.75,19.0,Sunny.,16.0,19.0,28.0
2021-06-02,17.5,23.25,20.375,Sunny.,16.0,21.0,17.0
2021-06-03,17.25,20.5,18.875,Scattered clouds.,16.0,23.0,1.0
2021-06-04,14.0,15.0,14.5,Broken clouds.,16.0,24.0,40.0
2021-06-05,14.5,19.5,17.0,Sunny.,16.0,26.0,14.0
2021-06-06,15.5,20.0,17.75,Clear.,16.0,27.0,42.0
2021-06-07,16.5,20.25,18.375,Partly sunny.,16.0,29.0,5.0
2021-06-08,16.0,21.0,18.5,Sunny.,16.0,30.0,23.0
2021-06-09,16.75,21.25,19.0,Sunny.,16.0,31.0,34.0
2021-06-10,17.75,21.0,19.375,Partly sunny.,16.0,32.0,41.0
2021-06-11,18.25,21.0,19.625,Broken clouds.,16.0,33.0,41.0
2021-06-12,16.5,20.75,18.625,Passing clouds.,16.0,34.0,36.0
2021-06-13,17.75,23.75,20.75,Clear.,16.0,35.0,25.0
2021-06-14,18.75,23.25,21.0,Sunny.,16.0,36.0,8.0
2021-06-15,18.0,22.75,20.375,Partly sunny.,16.0,36.0,45.0
2021-06-16,19.25,23.75,21.5,Light rain. Broken clouds.,16.0,37.0,16.0
2021-06-17,18.25,20.0,19.125,Partly sunny.,16.0,37.0,41.0
2021-06-18,13.75,15.0,14.375,Light rain. Mostly cloudy.,16.0,38.0,0.0
2021-06-19,13.0,14.0,13.5,Partly sunny.,16.0,38.0,13.0
2021-06-20,14.0,15.5,14.75,Partly sunny.,16.0,38.0,20.0
2021-06-21,12.25,13.5,12.875,Overcast.,16.0,38.0,21.0
2021-06-22,11.75,15.5,13.625,Broken clouds.,16.0,38.0,16.0
2021-06-23,11.75,17.5,14.625,Sunny.,16.0,38.0,4.0
2021-06-24,13.5,17.25,15.375,Partly sunny.,16.0,37.0,47.0
2021-06-25,15.75,18.75,17.25,Broken clouds.,16.0,37.0,24.0
2021-06-26,16.5,20.25,18.375,Passing clouds.,16.0,36.0,54.0
2021-06-27,16.25,18.5,17.375,Mostly cloudy.,16.0,36.0,19.0
2021-06-28,15.5,17.25,16.375,Broken clouds.,16.0,35.0,38.0
2021-06-29,14.75,16.75,15.75,Partly sunny.,16.0,34.0,51.0
2021-06-30,14.0,16.0,15.0,Partly sunny.,16.0,33.0,58.0
2021-07-01,14.75,18.75,16.75,Partly sunny.,16.0,32.0,59.0
2021-07-02,17.0,20.75,18.875,Partly sunny.,16.0,31.0,55.0
2021-07-03,17.5,20.25,18.875,Mostly cloudy.,16.0,30.0,45.0
2021-07-04,15.75,18.0,16.875,Broken clouds.,16.0,29.0,29.0
2021-07-05,15.0,18.75,16.875,Light rain. Partly sunny.,16.0,28.0,8.0
2021-07-06,13.5,17.5,15.5,Partly sunny.,16.0,26.0,42.0
2021-07-07,15.25,18.5,16.875,Broken clouds.,16.0,25.0,11.0
2021-07-08,15.5,19.25,17.375,Partly sunny.,16.0,23.0,34.0
2021-07-09,17.25,20.5,18.875,Broken clouds.,16.0,21.0,52.0
2021-07-10,14.25,17.0,15.625,Broken clouds.,16.0,20.0,5.0
2021-07-11,14.25,18.5,16.375,Clear.,16.0,18.0,14.0
2021-07-12,15.5,18.5,17.0,More clouds than sun.,16.0,16.0,17.0
2021-07-13,17.0,19.75,18.375,Partly sunny.,16.0,14.0,16.0
2021-07-14,17.0,21.5,19.25,Scattered clouds.,16.0,12.0,10.0
2021-07-15,16.25,19.25,17.75,Partly sunny.,16.0,10.0,0.0
2021-07-16,16.25,22.25,19.25,Sunny.,16.0,7.0,46.0
2021-07-17,18.75,24.5,21.625,Sunny.,16.0,5.0,27.0
2021-07-18,20.5,26.5,23.5,Sunny.,16.0,3.0,5.0
2021-07-19,21.25,27.0,24.125,Mild.,16.0,0.0,38.0
2021-07-20,21.75,26.75,24.25,Sunny.,15.0,58.0,8.0
2021-07-21,21.5,26.5,24.0,Sunny.,15.0,55.0,33.0
2021-07-22,20.75,25.75,23.25,Sunny.,15.0,52.0,56.0
2021-07-23,17.75,21.25,19.5,Partly sunny.,15.0,50.0,14.0
2021-07-24,16.75,20.0,18.375,Broken clouds.,15.0,47.0,30.0
2021-07-25,17.5,19.5,18.5,Broken clouds.,15.0,44.0,42.0
2021-07-26,18.5,22.5,20.5,Passing clouds.,15.0,41.0,51.0
2021-07-27,17.25,20.75,19.0,Broken clouds.,15.0,38.0,57.0
2021-07-28,15.75,18.0,16.875,Broken clouds.,15.0,36.0,0.0
2021-07-29,15.25,18.5,16.875,Sunny.,15.0,33.0,0.0
2021-07-30,15.0,17.0,16.0,Partly sunny.,15.0,29.0,58.0
2021-07-31,15.0,18.0,16.5,Broken clouds.,15.0,26.0,52.0
2021-08-01,15.25,18.25,16.75,Partly sunny.,15.0,23.0,45.0
2021-08-02,15.0,17.75,16.375,Broken clouds.,15.0,20.0,34.0
2021-08-03,13.75,18.0,15.875,Partly sunny.,15.0,17.0,22.0
2021-08-04,14.5,19.25,16.875,Broken clouds.,15.0,14.0,7.0
2021-08-05,15.0,18.0,16.5,Broken clouds.,15.0,10.0,50.0
2021-08-06,15.5,18.25,16.875,Broken clouds.,15.0,7.0,31.0
2021-08-07,14.75,17.25,16.0,Passing clouds.,15.0,4.0,10.0
2021-08-08,14.25,17.0,15.625,Broken clouds.,15.0,0.0,47.0
2021-08-09,14.0,17.5,15.75,Broken clouds.,14.0,57.0,23.0
2021-08-10,15.75,19.5,17.625,Fog.,14.0,53.0,56.0
2021-08-11,15.75,20.75,18.25,Passing clouds.,14.0,50.0,28.0
2021-08-12,16.75,20.25,18.5,Broken clouds.,14.0,46.0,58.0
2021-08-13,15.75,19.0,17.375,Partly sunny.,14.0,43.0,27.0
2021-08-14,16.75,21.25,19.0,Partly sunny.,14.0,39.0,55.0
2021-08-15,16.5,19.75,18.125,Broken clouds.,14.0,36.0,21.0
2021-08-16,13.25,17.75,15.5,Broken clouds.,14.0,32.0,45.0
2021-08-17,14.5,16.5,15.5,Partly sunny.,14.0,29.0,9.0
2021-08-18,17.0,20.5,18.75,Partly sunny.,14.0,25.0,31.0
2021-08-19,16.0,18.75,17.375,Broken clouds.,14.0,21.0,53.0
2021-08-20,16.25,19.0,17.625,Partly sunny.,14.0,18.0,13.0
2021-08-21,16.5,18.75,17.625,Passing clouds.,14.0,14.0,32.0
2021-08-22,16.75,19.25,18.0,Broken clouds.,14.0,10.0,51.0
2021-08-23,15.75,19.0,17.375,Passing clouds.,14.0,7.0,8.0
2021-08-24,15.25,19.75,17.5,Passing clouds.,14.0,3.0,25.0
2021-08-25,15.75,18.5,17.125,Passing clouds.,13.0,59.0,40.0
2021-08-26,16.0,17.5,16.75,Partly sunny.,13.0,55.0,55.0
2021-08-27,13.5,17.25,15.375,Clear.,13.0,52.0,9.0
2021-08-28,13.25,17.75,15.5,Partly sunny.,13.0,48.0,23.0
2021-08-29,12.5,16.25,14.375,Partly sunny.,13.0,44.0,36.0
2021-08-30,14.5,16.25,15.375,More clouds than sun.,13.0,40.0,48.0
2021-08-31,15.0,16.5,15.75,More clouds than sun.,13.0,37.0,0.0
2021-09-01,14.75,17.0,15.875,Overcast.,13.0,33.0,11.0
2021-09-02,16.25,18.0,17.125,Overcast.,13.0,29.0,21.0
2021-09-03,15.5,19.25,17.375,Passing clouds.,13.0,25.0,31.0
2021-09-04,15.25,18.0,16.625,Broken clouds.,13.0,21.0,40.0
2021-09-05,15.75,21.75,18.75,Passing clouds.,13.0,17.0,50.0
2021-09-06,16.75,23.75,20.25,Clear.,13.0,13.0,58.0
2021-09-07,18.5,25.5,22.0,Sunny.,13.0,10.0,6.0
2021-09-08,19.25,25.5,22.375,Haze.,13.0,6.0,14.0
2021-09-09,17.25,20.0,18.625,Broken clouds.,13.0,2.0,22.0
2021-09-10,17.5,19.25,18.375,Partly sunny.,12.0,58.0,29.0
2021-09-11,17.0,20.5,18.75,Partly sunny.,12.0,54.0,36.0
2021-09-12,14.25,18.5,16.375,Partly sunny.,12.0,50.0,43.0
2021-09-13,15.25,18.75,17.0,Broken clouds.,12.0,46.0,49.0
2021-09-14,16.25,18.0,17.125,Haze.,12.0,42.0,56.0
2021-09-15,15.25,18.75,17.0,Passing clouds.,12.0,39.0,2.0
2021-09-16,14.0,18.75,16.375,Clear.,12.0,35.0,8.0
2021-09-17,15.0,19.0,17.0,Partly sunny.,12.0,31.0,14.0
2021-09-18,15.25,20.5,17.875,Broken clouds.,12.0,27.0,19.0
2021-09-19,14.75,17.0,15.875,Partly sunny.,12.0,23.0,25.0
2021-09-20,13.25,17.0,15.125,Broken clouds.,12.0,19.0,31.0
2021-09-21,12.75,18.5,15.625,Scattered clouds.,12.0,15.0,36.0
2021-09-22,12.25,18.25,15.25,Clear.,12.0,11.0,41.0
2021-09-23,14.75,18.25,16.5,Broken clouds.,12.0,7.0,47.0
2021-09-24,15.5,19.75,17.625,Passing clouds.,12.0,3.0,52.0
2021-09-25,15.5,17.5,16.5,Low clouds.,11.0,59.0,57.0
2021-09-26,15.0,18.5,16.75,Fog.,11.0,56.0,3.0
2021-09-27,14.0,17.25,15.625,Passing clouds.,11.0,52.0,8.0
2021-09-28,11.75,15.25,13.5,Broken clouds.,11.0,48.0,13.0
2021-09-29,9.75,13.0,11.375,Passing clouds.,11.0,44.0,19.0
2021-09-30,11.0,13.5,12.25,Fog.,11.0,40.0,24.0
2021-10-01,13.0,16.0,14.5,Passing clouds.,11.0,36.0,29.0
2021-10-02,10.0,12.75,11.375,Drizzle. Broken clouds.,11.0,32.0,35.0
2021-10-03,11.0,14.5,12.75,Overcast.,11.0,28.0,41.0
2021-10-04,11.25,13.75,12.5,Passing clouds.,11.0,24.0,47.0
2021-10-05,11.75,14.0,12.875,Scattered clouds.,11.0,20.0,53.0
2021-10-06,11.5,14.5,13.0,Clear.,11.0,16.0,59.0
2021-10-07,14.25,16.0,15.125,Fog.,11.0,13.0,5.0
2021-10-08,14.0,16.25,15.125,Fog.,11.0,9.0,12.0
2021-10-09,9.0,15.0,12.0,Fog.,11.0,5.0,19.0
2021-10-10,10.25,14.25,12.25,Fog.,11.0,1.0,27.0
2021-10-11,8.25,12.25,10.25,Partly sunny.,10.0,57.0,34.0
2021-10-12,9.75,12.5,11.125,Passing clouds.,10.0,53.0,43.0
2021-10-13,9.5,14.0,11.75,Partly sunny.,10.0,49.0,51.0
2021-10-14,11.5,15.0,13.25,Fog.,10.0,46.0,0.0
2021-10-15,11.5,13.5,12.5,Partly sunny.,10.0,42.0,10.0
2021-10-16,9.5,13.25,11.375,Fog.,10.0,38.0,20.0
2021-10-17,10.75,14.0,12.375,Fog.,10.0,34.0,31.0
2021-10-18,11.0,14.25,12.625,Drizzle. Low clouds.,10.0,30.0,42.0
2021-10-19,17.0,18.5,17.75,Broken clouds.,10.0,26.0,54.0
2021-10-20,14.0,16.75,15.375,Passing clouds.,10.0,23.0,7.0
2021-10-21,7.25,9.75,8.5,Passing clouds.,10.0,19.0,20.0
2021-10-22,8.0,10.5,9.25,Clear.,10.0,15.0,35.0
2021-10-23,10.5,12.5,11.5,Partly sunny.,10.0,11.0,50.0
2021-10-24,12.25,14.25,13.25,Overcast.,10.0,8.0,6.0
2021-10-25,10.0,14.0,12.0,Scattered clouds.,10.0,4.0,23.0
2021-10-26,11.25,14.5,12.875,Broken clouds.,10.0,0.0,41.0
2021-10-27,14.75,15.75,15.25,Broken clouds.,9.0,57.0,0.0
2021-10-28,13.0,14.75,13.875,Broken clouds.,9.0,53.0,20.0
2021-10-29,12.0,14.25,13.125,Passing clouds.,9.0,49.0,41.0
2021-10-30,9.5,12.5,11.0,Passing clouds.,9.0,46.0,4.0
2021-10-31,9.75,13.25,11.5,Passing clouds.,9.0,42.0,28.0
2021-11-01,7.75,11.0,9.375,Passing clouds.,9.0,38.0,53.0
2021-11-02,2.25,7.5,4.875,Passing clouds.,9.0,35.0,20.0
2021-11-03,3.5,6.75,5.125,Chilly.,9.0,31.0,48.0
2021-11-04,5.5,8.5,7.0,Passing clouds.,9.0,28.0,18.0
2021-11-05,3.5,7.5,5.5,Broken clouds.,9.0,24.0,50.0
2021-11-06,10.0,11.75,10.875,Passing clouds.,9.0,21.0,24.0
2021-11-07,7.5,11.0,9.25,Cool.,9.0,17.0,59.0
2021-11-08,6.0,9.75,7.875,Chilly.,9.0,14.0,37.0
2021-11-09,11.5,13.75,12.625,Passing clouds.,9.0,11.0,17.0
2021-11-10,11.5,13.0,12.25,Drizzle. Broken clouds.,9.0,7.0,59.0
2021-11-11,10.25,13.0,11.625,Broken clouds.,9.0,4.0,43.0
2021-11-12,10.5,13.0,11.75,Passing clouds.,9.0,1.0,30.0
2021-11-13,11.0,12.0,11.5,Partly sunny.,8.0,58.0,20.0
2021-11-14,10.75,12.0,11.375,Passing clouds.,8.0,55.0,12.0
2021-11-15,7.5,10.0,8.75,Overcast.,8.0,52.0,7.0
2021-11-16,5.25,9.0,7.125,Fog.,8.0,49.0,5.0
2021-11-17,5.0,9.75,7.375,Clear.,8.0,46.0,6.0
2021-11-18,8.0,11.25,9.625,Clear.,8.0,43.0,10.0
2021-11-19,11.25,11.5,11.375,Partly sunny.,8.0,40.0,17.0
2021-11-20,9.5,10.5,10.0,Overcast.,8.0,37.0,28.0
2021-11-21,5.0,7.75,6.375,Passing clouds.,8.0,34.0,43.0
2021-11-22,4.5,7.25,5.875,Passing clouds.,8.0,32.0,1.0
2021-11-23,1.25,6.0,3.625,Fog.,8.0,29.0,23.0
2021-11-24,4.5,6.25,5.375,Partly sunny.,8.0,26.0,48.0
2021-11-25,2.75,5.75,4.25,Passing clouds.,8.0,24.0,18.0
2021-11-26,3.75,6.75,5.25,Clear.,8.0,21.0,52.0
2021-11-27,2.5,4.5,3.5,Partly sunny.,8.0,19.0,31.0
2021-11-28,-0.25,2.5,1.125,Sunny.,8.0,17.0,13.0
2021-11-29,-0.25,2.5,1.125,Haze.,8.0,15.0,1.0
2021-11-30,9.25,10.75,10.0,Passing clouds.,8.0,12.0,53.0
2021-12-01,6.5,9.25,7.875,Passing clouds.,8.0,10.0,50.0
2021-12-02,0.5,3.0,1.75,Clear.,8.0,8.0,52.0
2021-12-03,4.25,7.0,5.625,Drizzle. Partly sunny.,8.0,6.0,59.0
2021-12-04,4.75,6.75,5.75,Clear.,8.0,5.0,11.0
2021-12-05,4.75,6.0,5.375,Drizzle. Broken clouds.,8.0,3.0,29.0
2021-12-06,3.0,5.5,4.25,Chilly.,8.0,1.0,52.0
2021-12-07,3.25,5.75,4.5,Light rain. Mostly cloudy.,8.0,0.0,21.0
2021-12-08,6.0,7.25,6.625,Partly sunny.,7.0,58.0,55.0
2021-12-09,5.25,7.5,6.375,Sunny.,7.0,57.0,36.0
2021-12-10,4.25,6.75,5.5,Clear.,7.0,56.0,22.0
2021-12-11,4.25,7.0,5.625,Passing clouds.,7.0,55.0,14.0
2021-12-12,11.25,12.75,12.0,Partly sunny.,7.0,54.0,12.0
2021-12-13,10.25,11.0,10.625,Passing clouds.,7.0,53.0,17.0
2021-12-14,10.25,11.75,11.0,Partly sunny.,7.0,52.0,28.0
2021-12-15,11.25,12.75,12.0,Overcast.,7.0,51.0,45.0
2021-12-16,10.0,11.25,10.625,Overcast.,7.0,51.0,8.0
2021-12-17,7.75,9.0,8.375,Low clouds.,7.0,50.0,38.0
2021-12-18,7.75,8.5,8.125,Low clouds.,7.0,50.0,14.0
2021-12-19,3.75,5.5,4.625,Fog.,7.0,49.0,57.0
2021-12-20,5.75,6.25,6.0,Overcast.,7.0,49.0,46.0
2021-12-21,3.0,5.25,4.125,Partly sunny.,7.0,49.0,42.0
2021-12-22,-0.25,2.75,1.25,Sunny.,7.0,49.0,44.0
2021-12-23,6.75,9.25,8.0,Low clouds.,7.0,49.0,53.0
2021-12-24,7.25,9.25,8.25,Fog.,7.0,50.0,8.0
2021-12-25,6.75,7.5,7.125,Partly sunny.,7.0,50.0,30.0
2021-12-26,6.75,8.0,7.375,Fog.,7.0,50.0,58.0
2021-12-27,8.75,10.0,9.375,Broken clouds.,7.0,51.0,32.0
2021-12-28,9.75,10.5,10.125,Broken clouds.,7.0,52.0,14.0
2021-12-29,9.5,12.5,11.0,Clear.,7.0,53.0,1.0
2021-12-30,14.0,14.75,14.375,Partly sunny.,7.0,53.0,55.0
2021-12-31,13.0,14.5,13.75,Partly sunny.,7.0,54.0,55.0
