Date,daylight_hours
2019-03-31,9.61
2019-06-30,14.86
2019-09-30,13.97
2019-12-31,8.6
2020-03-31,9.68
2020-06-30,14.88
2020-09-30,13.92
2020-12-31,8.59
2021-03-31,9.63
2021-06-30,14.87
2021-09-30,13.93
2021-12-31,8.6
